Artist,Track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
Soul Asylum,Lies Of Hate,0.00275,0.493,279227,0.87,0.00059,11,0.181,-6.656,0,4,0.033,103.073,3,0.33
Horace Andy,Musical Episode,0.109,0.654,388645,0.565,0.123,6,0.0685,-10.038,0,8,0.179,154.098,4,0.775
Jimmy Wakely,Beautiful Brown eyes,0.92,0.557,152133,0.175,0.0,2,0.137,-14.638,1,0,0.0318,109.612,3,0.386
RUN-DMC,Hard Times,0.0135,0.857,232307,0.924,0.00118,0,0.0746,-6.236,0,36,0.0611,119.759,4,0.631
Lady May,The Boss,0.000921,0.595,214040,0.844,0.0,1,0.0805,-5.21,1,0,0.0785,124.261,4,0.342
Nightwish,Escapist,0.000473,0.512,296773,0.926,0.843,7,0.345,-3.556,0,28,0.0371,143.954,4,0.354
!!!,Myth Takes,0.133,0.754,143987,0.77,0.747,11,0.293,-7.83,0,35,0.0272,97.109,4,0.904
The Secret Life of Teenage Girls,Carpe PM,9.33e-06,0.442,153200,0.841,0.895,7,0.278,-9.155,1,0,0.0591,88.991,4,0.121
Sandi Thom,Wounded Hearts,0.319,0.343,205200,0.669,0.0,4,0.105,-3.493,1,1,0.0363,169.874,4,0.578
Carl Belew,Love's Been Good To Me,0.732,0.681,130566,0.31,0.00799,4,0.147,-15.249,1,0,0.0356,121.386,4,0.565
The Field Mice,When Morning Comes To Town,0.00208,0.502,316733,0.416,0.591,3,0.191,-16.022,1,17,0.0365,81.277,4,0.473
Catherine Howe,Freedom Enough (From Silent Mother Nature),0.12,0.562,187360,0.689,0.0,6,0.117,-11.126,0,0,0.0433,85.758,4,0.805
Malkit Singh,Hai Shava,0.66,0.703,336602,0.842,0.0,5,0.938,-7.217,1,0,0.042,106.134,4,0.965
Rodney O & Joe Cooley,Nutty Block,0.0137,0.79,171642,0.704,0.0,4,0.304,-9.964,0,6,0.258,175.484,4,0.618
Dean Martin,Until You Love Someone,0.924,0.304,166987,0.147,0.00846,3,0.228,-16.031,1,12,0.0313,79.89,3,0.159
Strata,Part One From Triomusic,0.965,0.495,377667,0.0619,0.445,2,0.0984,-20.571,1,0,0.0745,124.213,4,0.0911
Igor Stravinsky,The Owl and the Pussy-cat,0.991,0.545,156707,0.0397,1.38e-05,10,0.0706,-19.357,0,0,0.0379,74.095,4,0.422
Gene Clark,Set You Free This Time,0.646,0.592,168373,0.423,0.0,2,0.0745,-12.923,1,10,0.0264,98.545,4,0.801
The Shirelles,Will You Love Me Tomorrow,0.312,0.55,160693,0.382,1.11e-05,0,0.221,-6.429,1,63,0.0263,136.128,4,0.464
JDS,Nine Ways,0.0723,0.677,542387,0.813,0.903,1,0.0287,-12.153,1,0,0.044,135.993,4,0.157
Jan Howard,Bad Seed,0.256,0.65,175203,0.492,0.0,8,0.161,-12.491,1,4,0.0337,81.52,4,0.883
Abraham Laboriel,Exchange,0.174,0.6,368173,0.665,0.511,11,0.0448,-8.665,0,11,0.0301,139.807,3,0.969
Sticky Fingaz,Oh My God,0.00599,0.723,266453,0.824,0.0,1,0.932,-5.488,1,18,0.254,90.995,4,0.441
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,Joy To The World,0.984,0.166,287427,0.178,0.00024,1,0.099,-19.161,1,13,0.0425,79.297,3,0.0497
The Jeff Healey Band,Hoochie Coochie Man,7.15e-05,0.45,312726,0.688,0.00185,2,0.0976,-11.556,1,35,0.0519,107.199,3,0.66
Angela Dimitriou,Ftei O Erotas,0.473,0.708,216347,0.773,3.79e-06,9,0.0983,-5.569,0,19,0.088,120.034,4,0.774
Danny Wilson,The Second Summer Of Love,0.187,0.671,167160,0.787,0.0,7,0.0776,-8.309,1,26,0.0376,97.981,4,0.931
Lionel Rogg,Prelude And Fugue In C Major BWV 531 : Fugue,0.786,0.171,138493,0.265,0.955,0,0.359,-10.721,1,0,0.033,75.048,3,0.311
Java,Don't Phunk With My Heart,0.03,0.5,264853,0.998,0.0525,5,0.198,-5.068,0,12,0.0554,145.088,4,0.613
The Black Velvet Band,Dancing To A Standstill,0.0487,0.576,256400,0.761,0.00019,2,0.244,-8.712,1,0,0.0345,122.21,4,0.699
Lisa Lynne,Isla del Luna,0.756,0.799,316493,0.324,0.863,2,0.157,-14.581,1,11,0.0315,96.036,4,0.207
Pe'z,Spirit,0.134,0.518,257853,0.951,0.894,7,0.337,-4.554,0,10,0.13,117.421,4,0.609
Shawn Colvin,Another Long One,0.494,0.67,224600,0.463,0.0,8,0.0427,-12.828,1,16,0.0334,105.553,4,0.731
Casual,OAKtown,0.00427,0.854,317733,0.528,0.0,4,0.163,-7.64,0,5,0.345,160.017,4,0.651
Backstreet Boys,Larger Than Life,0.11,0.661,232827,0.973,1.74e-05,0,0.617,-2.994,0,68,0.037,108.037,4,0.75
Tiny Tim,I Hold Your Hand In Mine [Live At Royal Albert Hall],0.844,0.384,43373,0.225,0.0,5,0.751,-23.854,0,1,0.458,159.034,5,0.64
Christos Dantis,Den Pai Alo,0.4,0.692,242600,0.642,1.12e-06,8,0.361,-11.407,1,3,0.0349,133.328,4,0.68
David Martin,It Wont Be Christmas,0.0305,0.652,237732,0.426,0.0,0,0.0512,-14.2,1,0,0.0247,98.793,4,0.561
John Davis,Knocked Out Of The Park,0.289,0.426,183160,0.015,0.000498,5,0.103,-21.574,1,0,0.126,166.419,3,0.183
Trafik,Salt In NYC,0.00329,0.693,402827,0.641,0.102,8,0.095,-8.34,0,0,0.0443,126.985,4,0.611
Nick Ingman;Gavyn Wright,Wessex Loses a Bride,0.95,0.283,111627,0.158,0.911,4,0.116,-18.169,0,16,0.0347,104.046,4,0.0387
Glad,Blessed Assurance,0.672,0.24,271600,0.222,0.0,2,0.123,-12.885,1,12,0.0299,93.539,3,0.362
Steel Rain,Loaded Like A Gun,0.000742,0.308,173187,0.732,0.0141,6,0.0693,-8.06,1,0,0.0329,98.95,4,0.494
Los Manolos,Rumba De Barcelona,0.433,0.724,217160,0.975,8.14e-05,7,0.531,-4.141,0,19,0.114,118.562,4,0.843
Bombay Rockers,Wild Rose (Back 2 Basics Mix),0.0563,0.825,230667,0.804,0.00656,4,0.0687,-6.492,0,16,0.0448,121.994,4,0.963
Pucho & His Latin Soul Brothers,Got My Mojo Workin,0.286,0.687,338240,0.485,0.0587,1,0.202,-16.313,1,2,0.0397,115.434,4,0.85
Soul Mekanik,Get Your Head Stuck On Your Neck,0.719,0.489,45667,0.35,0.0,0,0.16,-22.481,1,0,0.65,167.652,4,0.377
Mitch Ryder,Jenny Take a Ride,0.276,0.57,216493,0.946,0.0,5,0.441,-5.624,1,45,0.073,100.302,4,0.854
Luna Orbit Project,Midnight Star,3.39e-05,0.591,419400,0.852,0.247,5,0.207,-8.592,0,0,0.0416,140.018,4,0.682
Danilo Perez,Native Soul,0.777,0.533,196133,0.372,0.861,7,0.214,-15.594,1,5,0.0333,106.266,4,0.399
Line Renaud,Der Kleine Dompfaff,0.856,0.275,154107,0.331,1.44e-06,1,0.111,-6.81,1,0,0.0313,175.799,3,0.321
King Curtis,A Whiter Shade Of Pale (Live @ Fillmore West),0.716,0.44,326013,0.239,0.653,0,0.769,-17.094,1,42,0.0339,100.37,4,0.223
Sophie B. Hawkins,The Ballad Of Sleeping Beauty,0.473,0.664,305173,0.76,0.0,9,0.0682,-6.121,1,19,0.0311,105.003,4,0.443
Marc Shaiman,City Slickers,0.784,0.249,258706,0.171,0.685,6,0.0884,-16.029,1,14,0.0337,145.514,4,0.103
40 Grit,Intro,0.894,0.748,58667,0.265,0.0,9,0.273,-16.597,1,12,0.947,80.911,4,0.718
Gwen Stefani,Harajuku Girls,0.109,0.876,290520,0.821,0.0,3,0.114,-4.402,0,38,0.0651,114.013,4,0.856
Steve Morse,Prognosis,0.0126,0.338,365240,0.665,0.834,4,0.0857,-8.118,1,13,0.0282,169.976,4,0.415
Bitter End,Living Hell,3.47e-05,0.25,282560,0.866,0.034,1,0.137,-13.771,1,0,0.0521,168.776,4,0.353
Ethel Merman,Small World,0.793,0.346,136773,0.17,0.0,0,0.265,-11.071,1,8,0.0304,83.49,3,0.258
Story Of The Year,Swallow The Knife (Live) (Segue),0.352,0.167,75573,0.443,0.865,1,0.36,-8.262,0,8,0.031,66.164,4,0.0388
Natural Elements,Mayday,0.0231,0.718,338133,0.763,0.0,1,0.171,-6.58,1,13,0.276,92.988,4,0.623
Lisa Lynne,Lake Of Dreams,0.969,0.579,298107,0.259,0.919,0,0.134,-12.191,1,21,0.0291,94.044,3,0.0667
Neil Sedaka,Because Of You,0.786,0.25,170840,0.333,0.0,7,0.0926,-8.347,1,21,0.0285,81.089,4,0.3
A Static Lullaby,Rattlesnake!,3.98e-05,0.453,213507,0.988,1.89e-05,2,0.188,-6.067,1,20,0.116,100.482,4,0.136
Oasis,Morning Glory,0.000453,0.372,258733,0.865,0.0,2,0.234,-4.918,1,71,0.0381,174.53,4,0.478
Stew,Tomorrow Gone,0.78,0.542,178947,0.278,0.0,7,0.109,-9.922,1,0,0.041,99.934,4,0.5
Jauida,I don't Want to Be Alone Tonight,0.26,0.464,270081,0.531,1.29e-06,7,0.171,-6.733,1,0,0.0283,201.995,4,0.311
Eddy Arnold,Just A Little Lovin' (Will Go A Long Way),0.923,0.664,163493,0.269,0.0,11,0.305,-11.911,1,9,0.0416,157.695,4,0.81
All Time Low,Shameless,0.00178,0.319,221733,0.936,0.0,2,0.0852,-2.522,1,44,0.0489,182.993,4,0.587
Brian Dullaghan,And I Love You So,0.871,0.476,214507,0.163,7.08e-06,10,0.103,-14.073,1,0,0.0276,99.452,4,0.145
Regina Belle,Quiet Time,0.277,0.604,307333,0.692,0.0,7,0.0713,-9.039,0,17,0.0489,92.653,4,0.626
Debbie Davies,Little Sister,0.163,0.779,226373,0.648,0.000251,2,0.21,-6.638,0,3,0.0313,116.962,4,0.904
Jay Tee & Baby Bash,All Over Me,0.151,0.788,203693,0.722,0.0,8,0.283,-5.695,1,0,0.203,99.031,4,0.717
The Stolen Minks,I Hate You,0.232,0.214,56427,0.89,0.976,2,0.486,-2.052,1,0,0.0449,122.81,4,0.679
Extasick,Misanthrope,0.0172,0.37,134027,0.915,0.845,7,0.301,-10.069,1,0,0.126,182.988,4,0.154
Avril - Remix By Ana Rago,The Date (Remix By Ana Rago),0.807,0.28,188333,0.235,0.0,6,0.223,-17.791,1,0,0.0439,117.898,4,0.26
SNOWPATROL,We Wish You A Merry Christmas,0.00135,0.581,233363,0.952,0.886,1,0.0842,-9.16,1,1,0.0303,143.987,4,0.466
Nelson Ned,A Mi No Me Importa,0.873,0.473,196707,0.352,0.0,10,0.562,-12.885,1,1,0.0354,73.1,4,0.369
State of Chaos,CHAOS INTRO,0.548,0.318,176840,0.399,0.0999,4,0.269,-18.226,0,0,0.0763,98.591,3,0.274
Dropkick Murphys,Bloody Pig Pile (Live),0.00217,0.351,194678,0.942,8.06e-05,10,0.971,-4.653,1,18,0.111,92.04,4,0.21
Taint,Hex Breaker,3.84e-05,0.3,281467,0.851,1.43e-05,1,0.306,-4.113,0,0,0.0719,92.2,3,0.309
Leonard Kwan,Hawaiian Chimes,0.84,0.591,170307,0.31,0.931,5,0.144,-15.65,1,16,0.0513,108.998,4,0.551
True Believers,Turn Around,0.0707,0.458,361533,0.954,0.0,6,0.108,-3.97,0,1,0.194,161.6,4,0.634
Charanga Forever,Tumba Tumba,0.507,0.448,364704,0.936,0.0,1,0.205,-4.694,1,9,0.0632,101.945,4,0.663
Zuzu Bollin,Why don't you eat where you slept last night ?,0.736,0.606,174133,0.393,0.69,10,0.0823,-16.296,1,34,0.0506,131.863,4,0.832
Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),0.00075,0.221,215533,0.976,1.03e-06,7,0.228,-2.274,0,39,0.178,189.842,4,0.553
Terry Snyder,Deep Night/Softly As In A Morning Sunrise (Medley),0.478,0.49,341760,0.433,0.24,6,0.149,-13.095,1,27,0.0392,113.016,4,0.644
Marcus Miller,Let Me Show You [I Just Want To Make You Smile],0.00557,0.852,280133,0.468,0.194,5,0.0617,-13.347,0,10,0.115,125.12,4,0.766
Beatnuts,Monster For Music,0.356,0.756,169093,0.723,0.0,6,0.201,-10.178,1,16,0.216,87.391,4,0.907
Mons Leidvin Takle,Dansende Foran Speilet,0.992,0.457,121120,0.102,0.954,7,0.129,-19.435,1,1,0.0458,141.597,4,0.491
Public Image Ltd,Ease,0.00674,0.401,488867,0.687,0.544,9,0.146,-14.318,1,12,0.0318,95.988,4,0.399
Rise Against,Everchanging,0.519,0.544,261907,0.381,1.46e-06,11,0.116,-6.111,1,41,0.0341,120.025,4,0.233
Helen Love,So Hot,0.974,0.632,167493,0.166,0.0,8,0.297,-9.454,1,4,0.0475,127.221,4,0.557
Pursuit Of Happiness,Forbidden Fruit,0.119,0.541,196760,0.897,8.06e-06,11,0.0608,-10.507,0,3,0.0401,127.536,4,0.508
Bobby Hutcherson,Recorda-Me,0.727,0.53,353373,0.471,0.438,9,0.305,-12.911,0,0,0.0356,143.161,4,0.55
Gregory Isaacs,Lady Of Your Calibre,0.0522,0.829,221827,0.252,0.00301,3,0.104,-12.073,1,0,0.0607,80.004,4,0.916
The Pharcyde,Italian For Goodbye (skit),0.94,0.0,11907,0.313,8.58e-06,6,0.0876,-16.433,1,0,0.0,0.0,0,0.0
Amy Winehouse,Stronger Than Me,0.0436,0.884,211987,0.51,0.000333,9,0.0615,-4.679,0,51,0.0392,91.453,4,0.855
George Lopez,Only For The Young,0.817,0.432,345240,0.984,2.16e-05,9,0.867,-8.041,1,19,0.894,112.036,3,0.0325
Les Hou-Lops,T'as 16 ans demain,0.528,0.442,125800,0.785,0.0,2,0.125,-6.843,1,0,0.0391,103.39,4,0.964
The Cosmosamatics,Serene,0.571,0.259,338360,0.408,0.000687,3,0.647,-14.158,1,0,0.0427,77.179,4,0.414
Jackie Edwards,So Jah Seh,0.0258,0.807,257040,0.368,2.93e-05,10,0.0414,-12.195,0,4,0.0988,80.925,4,0.671
Michael Card,Joy In The Journey (The Final Word Album Version),0.0869,0.549,213427,0.561,0.0,2,0.156,-7.37,1,19,0.0284,135.796,4,0.321
Richard Galliano,Chorinho Pra Ele (Live),0.902,0.67,197293,0.646,0.881,0,0.703,-10.388,1,1,0.23,119.54,4,0.827
Ensiferum,Warrior's Quest,3.74e-06,0.281,293053,0.834,0.0114,9,0.0926,-4.545,0,16,0.0353,179.956,3,0.272
A Static Lullaby,God Bless You (Goddamn it),0.00502,0.289,237440,0.946,0.00013,0,0.126,-4.462,1,9,0.0758,161.157,4,0.189
Scar Symmetry,The Illusionist,5.58e-05,0.404,271491,0.964,0.0012,2,0.137,-3.668,1,40,0.062,75.008,4,0.404
Sonia Dersion,Urgence,0.0703,0.586,268133,0.743,0.000121,8,0.102,-7.924,1,5,0.0394,174.084,4,0.458
Eighteen Visions,Our Darkest Days,0.00294,0.523,172187,0.877,0.0,3,0.59,-5.088,0,21,0.0503,131.026,4,0.29
Rising Lion,Letting You Back In,0.0836,0.579,281507,0.682,0.000145,7,0.0977,-8.667,1,0,0.198,175.861,4,0.874
Weezer,Don't Let Go,3.8e-05,0.376,179533,0.91,0.0161,2,0.188,-3.485,1,40,0.0448,142.662,4,0.584
Rodney O & Joe Cooley,U Don't Hear Me Tho' (Street Mix),0.234,0.921,219200,0.887,0.0,1,0.096,-6.271,1,27,0.135,107.18,4,0.694
Boots Randolph,Lonely Street,0.792,0.528,148240,0.368,0.865,0,0.205,-11.659,1,7,0.0325,68.809,4,0.555
Jackson United,Undertow,0.000209,0.534,206920,0.923,0.0,11,0.302,-5.141,1,1,0.05,90.633,4,0.709
The Cosmosamatics,12 Seasons of Love,0.689,0.418,515973,0.271,0.0168,8,0.914,-12.94,1,0,0.059,94.552,4,0.293
Bobbie Gentry,Courtyard,0.85,0.352,181003,0.125,0.000214,2,0.118,-14.618,1,36,0.0323,79.676,3,0.279
Creedence Clearwater Revived,Have You Ever Seen The Rain,0.209,0.578,257600,0.651,9.16e-06,0,0.0879,-9.372,1,24,0.0303,121.076,4,0.7
B.A.D.,Interlude,0.00386,0.858,68780,0.457,0.183,3,0.0904,-13.21,1,0,0.0866,120.088,4,0.915
Luar Na Lubre,Terra,0.0108,0.284,251813,0.723,0.000147,5,0.108,-8.363,1,0,0.0311,114.947,4,0.344
Circular,Mother,0.629,0.292,75100,0.625,0.433,2,0.139,-10.793,1,12,0.0545,82.847,3,0.161
Fruko Y Sus Tesos,A La Memoria Del Muerto,0.281,0.767,262653,0.72,0.0,10,0.13,-7.379,0,31,0.0629,106.893,4,0.926
The Bucketheads,Sayin' Dope,0.00133,0.735,369240,0.755,0.851,8,0.521,-8.941,0,8,0.0911,120.884,4,0.614
Kinky,My Bonnie Lies Over the Ocean,0.0568,0.604,101733,0.972,0.724,7,0.538,-4.249,1,3,0.0418,145.002,4,0.503
The Real Kids,Now You Know,0.000414,0.566,238600,0.92,0.0204,4,0.182,-6.31,1,4,0.035,131.889,4,0.913
Eddie Boyd,I'm Sitting Here Waiting,0.953,0.566,203360,0.537,0.569,2,0.716,-12.968,1,1,0.619,84.695,4,0.88
Tha Chamba,Korrupted - Remix,0.434,0.692,281731,0.54,0.0134,8,0.233,-6.261,0,1,0.0646,86.116,4,0.526
Shriekback,Reason With The Beast,0.0151,0.536,113627,0.603,0.0562,9,0.161,-9.855,1,0,0.238,150.066,4,0.326
John Frizzell,No Unexpected Guests,0.66,0.205,133467,0.122,0.855,0,0.11,-22.946,0,1,0.0377,83.898,4,0.0363
J.J. Cale,Trouble In The City,0.729,0.794,199173,0.304,0.0846,6,0.119,-15.471,0,16,0.0437,133.389,4,0.871
Precious Bryant,Dark Angel,0.71,0.701,193720,0.762,1.66e-05,9,0.225,-8.994,1,8,0.0605,91.417,4,0.712
Kings Of Leon,Knocked Up,0.268,0.382,430347,0.688,0.0928,9,0.184,-12.569,1,54,0.0419,121.352,4,0.207
Selena,Ven Conmigo/Perdoname (Live),0.141,0.385,394013,0.68,3.42e-05,9,0.71,-11.351,0,24,0.0648,101.019,4,0.674
Los Originales De San Juan,Librado Maldonado,0.202,0.484,263573,0.627,0.0,5,0.292,-7.049,1,14,0.144,177.422,3,0.868
Black Flag,Crass Commercialism,0.677,0.53,1030133,0.344,0.0,2,0.625,-18.228,1,9,0.928,85.945,4,0.35
Barbarito Diez,Flores Negras,0.759,0.613,184059,0.324,3.44e-05,0,0.193,-7.083,1,7,0.0373,129.04,4,0.669
Aaron Watson,Rollercoaster Ride,0.357,0.6,217400,0.655,0.0,4,0.107,-8.454,1,25,0.0273,155.861,4,0.825
Mary Black,Turning Away,0.255,0.645,292400,0.529,0.000339,0,0.12,-8.443,0,4,0.0339,163.563,4,0.367
Satan's Host,Metal from Hell...22nd Century,0.00227,0.284,332680,0.972,5.28e-05,11,0.165,-3.807,0,0,0.13,121.078,4,0.219
Owl City,Panda Bear,0.244,0.617,187640,0.612,0.00387,10,0.103,-7.82,1,25,0.036,75.007,4,0.973
Jane Winther,The Lords Prayer,0.95,0.328,145693,0.0121,1.19e-06,8,0.0975,-16.241,1,10,0.0428,78.933,1,0.0596
Blind Blake,Blake's Worried Blues,0.475,0.441,188267,0.222,0.0,1,0.127,-17.719,1,0,0.0471,86.813,4,0.441
Emilia,You're My World,0.264,0.567,174813,0.849,0.000378,0,0.273,-2.269,0,4,0.168,172.002,4,0.591
Emilio,Mira Nina,0.0911,0.6,165973,0.498,0.0,10,0.0867,-13.982,1,0,0.047,205.152,4,0.965
Kasia Stankiewicz,Zolte Slonie,0.0472,0.534,304027,0.578,0.235,0,0.179,-7.283,1,7,0.0251,133.989,4,0.179
Turisas,Sahti Waari,0.00243,0.42,148293,0.885,0.921,0,0.31,-6.611,1,28,0.0466,159.853,4,0.68
David Hudson,Arrival,0.909,0.441,320907,0.304,0.947,1,0.139,-11.706,0,0,0.0529,86.811,4,0.149
Rummage,Megatrend,0.000662,0.394,178133,0.762,0.0338,1,0.166,-5.724,1,0,0.288,187.72,4,0.751
Adr Lavey,In The Name of the Father,0.0043,0.863,197107,0.792,0.0,1,0.337,-6.142,1,1,0.255,95.959,4,0.544
Bill Boyd's Cowboy Ramblers,I Can't Tame Wild Women,0.972,0.833,160453,0.339,0.00687,9,0.326,-11.6,1,6,0.0517,99.163,4,0.9
